Longitude, latitude
1.981943, 41.849566
1.982124, 41.851381
1.982800, 41.852697
1.983018, 41.852956
1.983279, 41.853268
1.984199, 41.854162
1.984890, 41.854778
1.985103, 41.854934
1.985256, 41.855039
1.986441, 41.855634
1.987844, 41.856187
1.989164, 41.856411
1.989849, 41.856528
1.992346, 41.857014
1.994294, 41.857621
1.995324, 41.858228
1.996884, 41.859668
1.997581, 41.860972
1.998488, 41.862047
1.999863, 41.863205
2.002562, 41.864554
2.003486, 41.865209
2.004199, 41.865958
2.005833, 41.867540
2.008198, 41.868913
2.011999, 41.871034
2.013662, 41.872194
2.013848, 41.872323
2.014310, 41.872646
2.015991, 41.874085
2.016187, 41.874259
2.018298, 41.876056
2.020217, 41.877263
2.024198, 41.879379
2.025960, 41.880151
2.027864, 41.880804
2.029994, 41.881362
2.031313, 41.881917
2.033118, 41.882834
2.035018, 41.883555
2.037254, 41.884001
2.039396, 41.884255
2.040961, 41.884446
2.042383, 41.884682
2.043325, 41.884928
2.044951, 41.885442
2.046976, 41.886181
2.049103, 41.887044
2.049268, 41.887111
2.051886, 41.887942
2.057735, 41.889184
2.060498, 41.889795
2.063143, 41.890672
2.067207, 41.892823
2.068393, 41.893318
2.069394, 41.893621
2.071674, 41.894072
2.073344, 41.894501
2.074526, 41.895000
2.075421, 41.895481
2.077579, 41.896896
2.078643, 41.897432
2.080363, 41.897972
2.084593, 41.899375
2.085544, 41.899854
2.087042, 41.900609
2.087922, 41.901053
2.089881, 41.901766
2.090963, 41.902101
2.091439, 41.902242
2.092802, 41.902496
2.094715, 41.902772
2.103630, 41.903473
2.105578, 41.903864
2.108328, 41.905031
2.110517, 41.906190
2.112708, 41.907066
2.115585, 41.907589
2.116798, 41.907992
2.117895, 41.908487
2.119810, 41.909861
2.121848, 41.910853
2.123632, 41.911163
2.125081, 41.911278
2.127896, 41.911275
2.129485, 41.911668
2.130945, 41.912494
2.131740, 41.913409
2.133057, 41.914399
2.134437, 41.915210
2.135773, 41.916279
2.136434, 41.917034
2.137165, 41.917830
2.137729, 41.918667
2.138589, 41.920022
2.139022, 41.920884
2.139592, 41.921522
2.139825, 41.921739
2.140153, 41.922019
2.140734, 41.922639
2.141104, 41.923229
2.141217, 41.923449
2.141447, 41.923875
2.141543, 41.924057
2.142195, 41.925196
2.142541, 41.925598
2.142966, 41.926042
2.143479, 41.926502
2.143974, 41.926911
2.144820, 41.927588
2.146344, 41.928808
2.147311, 41.929468
2.149223, 41.930773
2.149908, 41.931345
2.150679, 41.931762
2.153067, 41.932615
2.154514, 41.932909
2.156083, 41.933062
2.158793, 41.932984
2.159293, 41.932914
2.160152, 41.932836
2.161828, 41.932530
2.164194, 41.932474
2.165859, 41.932667
2.167409, 41.933054
2.168473, 41.933414
2.170161, 41.934141
2.172118, 41.935149
2.173475, 41.935776
2.174596, 41.936219
2.176763, 41.936767
2.177700, 41.936835
2.178666, 41.936885
2.179812, 41.936827
2.182370, 41.936341
2.184394, 41.935577
2.186116, 41.934810
2.187721, 41.934209
2.189568, 41.933840
2.189773, 41.933827
2.191991, 41.933690
2.196032, 41.933742
2.198530, 41.933775
2.199970, 41.933582
2.202508, 41.932999
2.204854, 41.932686
2.206100, 41.932565
2.207474, 41.932560
2.208289, 41.932667
2.208510, 41.932730
2.209009, 41.933069
2.209334, 41.933386
2.209800, 41.933688
2.210480, 41.933925
2.211151, 41.933941
2.212263, 41.933650
2.212941, 41.933147
2.213172, 41.932882
2.213387, 41.932705
2.213601, 41.932508
2.214845, 41.931363
2.215113, 41.931262
2.215459, 41.931131
2.218621, 41.930233
2.221739, 41.929443
2.223898, 41.928763
2.227089, 41.928008
2.229300, 41.927736
2.229705, 41.927720
2.231485, 41.927292
2.232324, 41.927248
2.232637, 41.927230
2.235809, 41.927177
2.239474, 41.927269
2.239578, 41.927265
2.240087, 41.927246
2.240351, 41.927255
2.240431, 41.927293
2.240515, 41.927316
2.240693, 41.927328
2.240721, 41.927329
2.241072, 41.927326
2.242049, 41.927391
2.242165, 41.927399
2.243676, 41.927525
2.244899, 41.927627
2.244916, 41.927581
2.244960, 41.927543
2.245023, 41.927499
2.245090, 41.927477
2.245163, 41.927484
2.245229, 41.927506
2.245282, 41.927535
2.245311, 41.927586
2.245313, 41.927659
2.246004, 41.927742
2.246870, 41.927869
2.248204, 41.928011
2.248888, 41.928070
2.248943, 41.928021
2.248997, 41.928003
2.249092, 41.928004
2.249084, 41.927321
2.250130, 41.927328
2.250560, 41.927310
2.250668, 41.927247
2.251413, 41.927346
2.251644, 41.927191
2.251870, 41.927358
2.252480, 41.927857
2.252409, 41.928088
2.252642, 41.928136
2.252976, 41.928218
2.253603, 41.928308
2.254116, 41.928375
2.254196, 41.928385
2.254784, 41.928447
2.254892, 41.928394
2.255116, 41.928373
2.255213, 41.928399
2.255239, 41.928610
2.255299, 41.928609
2.255662, 41.928756
2.256100, 41.928888
2.256326, 41.928880
2.256464, 41.928929
2.256713, 41.929001
2.257013, 41.929068
2.257089, 41.929098
2.257357, 41.929183
2.257802, 41.929279
2.258065, 41.929369
2.258590, 41.929529
2.258614, 41.929535
2.258785, 41.929368
2.260886, 41.928976
2.260888, 41.928941
2.260901, 41.928914
2.260930, 41.928886
2.260972, 41.928867
2.261019, 41.928861
2.261059, 41.928865
2.261110, 41.928885
2.261972, 41.928609
2.263064, 41.928258
2.263546, 41.928103
2.264136, 41.927914
2.264674, 41.927741
2.265059, 41.927575
2.265738, 41.927372
2.266167, 41.927256
2.267054, 41.927008
2.267215, 41.926962
2.267634, 41.926860
2.267628, 41.926826
2.267651, 41.926727
2.267705, 41.926665
2.267828, 41.926606
2.267928, 41.926596
2.268069, 41.926626
2.268114, 41.926651
2.268169, 41.926702
2.268301, 41.926599
2.268811, 41.926566
2.269234, 41.926554
2.270622, 41.926515
2.272640, 41.926458
2.272692, 41.926456
2.273195, 41.926454
2.274047, 41.926381
2.274382, 41.926352
2.275149, 41.926254
2.275135, 41.926152
2.276707, 41.925997
2.276659, 41.925792
2.278301, 41.925634
2.278611, 41.925904
2.279304, 41.925857
2.280269, 41.925791
2.281474, 41.925709
2.282948, 41.925391
2.283171, 41.925343
2.283400, 41.925294
2.283689, 41.925231
2.283990, 41.925212
2.284188, 41.925283
2.284307, 41.925327
2.285401, 41.925875
2.286055, 41.926203
2.287142, 41.926748
2.287758, 41.927057
2.288153, 41.927172
2.288347, 41.927179
2.288539, 41.927185
2.289397, 41.926994
2.290479, 41.927147
2.290796, 41.927338
2.291225, 41.927709
2.291620, 41.927868
2.291964, 41.927939
2.294367, 41.927568
2.294865, 41.927536
2.295096, 41.927561
2.295311, 41.927632
2.296679, 41.928234
2.297335, 41.928537
2.297660, 41.928651
2.298273, 41.928815
2.298553, 41.928849
2.299555, 41.928938
2.300039, 41.928966
2.300196, 41.928938
2.300371, 41.928864
2.300483, 41.928787
2.300605, 41.928731
2.300780, 41.928714
2.300910, 41.928710
2.301096, 41.928731
2.301208, 41.928773
2.301285, 41.928822
2.301428, 41.928938
2.301418, 41.928777
2.301491, 41.928542
2.301726, 41.927740
2.301898, 41.927155
2.302010, 41.926593
2.302438, 41.925268
2.302772, 41.923942
2.303775, 41.919673
2.305284, 41.916028
2.307405, 41.913588
2.309095, 41.912292
2.310727, 41.911394
2.313859, 41.909986
2.315773, 41.909111
2.318772, 41.907853
2.320513, 41.907288
2.322274, 41.906868
2.322764, 41.906729
2.324135, 41.906311
2.326222, 41.905838
2.330789, 41.904529
2.334902, 41.903050
2.338611, 41.901537
2.340707, 41.900405
2.342473, 41.899402
2.343942, 41.898249
2.345051, 41.896643
2.345946, 41.895471
2.347058, 41.894737
2.348513, 41.894155
2.350458, 41.893880
2.352005, 41.893532
2.354009, 41.892622
2.354420, 41.892427
2.354676, 41.892364
2.354979, 41.892294
2.355370, 41.892235
2.355705, 41.892194
2.356060, 41.892131
2.356365, 41.891994
2.356601, 41.891811
2.356757, 41.891735
2.357041, 41.891679
2.358113, 41.891485
2.358483, 41.891430
2.358766, 41.891408
2.359054, 41.891441
2.359672, 41.891455
2.360059, 41.891518
2.360232, 41.891550
2.361276, 41.891970
2.362220, 41.892573
2.364146, 41.894222
2.365401, 41.894894
2.366458, 41.895233
2.367281, 41.895431
2.367816, 41.895549
2.368828, 41.895624
2.369750, 41.895631
2.371098, 41.895524
2.372034, 41.895387
2.372891, 41.895202
2.374005, 41.894919
2.375192, 41.894539
2.376259, 41.894168
2.377303, 41.893729
2.378348, 41.893180
2.379249, 41.892541
2.380755, 41.891347
2.383011, 41.890259
2.384924, 41.888629
2.386037, 41.887908
2.387470, 41.887257
2.388814, 41.886494
2.389829, 41.885507
2.390309, 41.884377
2.391075, 41.883031
2.392798, 41.881912
2.395113, 41.881070
2.396447, 41.880681
2.397053, 41.880412
2.398395, 41.879573
2.399467, 41.878761
2.401588, 41.876446
2.401842, 41.876136
2.402144, 41.875861
2.402406, 41.875655
2.403916, 41.874664
2.404247, 41.874490
2.404683, 41.874263
2.405391, 41.873900
2.406159, 41.873494
2.406864, 41.872858
2.407644, 41.871724
2.407916, 41.870762
2.407998, 41.870589
2.408707, 41.869514
2.409358, 41.868968
2.410683, 41.868045
2.412635, 41.867039
2.415137, 41.866545
2.417557, 41.865619
2.419695, 41.864092
2.420688, 41.863333
2.421892, 41.862450
2.422395, 41.862043
2.423028, 41.861293
2.423595, 41.859876
2.424279, 41.857776
2.424722, 41.856830
2.425328, 41.856127
2.426194, 41.855493
2.427773, 41.854857
2.429430, 41.854429
2.429548, 41.854401
2.430171, 41.854263
2.432554, 41.853783
2.434511, 41.853553
2.435189, 41.853515
2.435919, 41.853476
2.437883, 41.853437
2.439721, 41.853355
2.440390, 41.853240
2.441730, 41.852920
2.443120, 41.852441
2.444177, 41.851996
2.444394, 41.851900
2.444656, 41.851795
2.445152, 41.851639
2.445683, 41.851532
2.446364, 41.851505
2.446941, 41.851561
2.447841, 41.851776
2.449549, 41.852281
2.450553, 41.852505
2.451626, 41.852569
2.452656, 41.852402
2.453505, 41.852033
2.454415, 41.851168
2.456390, 41.849328
2.457323, 41.848611
2.458501, 41.847908
2.459145, 41.847268
2.459640, 41.846511
2.460289, 41.845178
2.460921, 41.844640
2.462243, 41.843944
2.463762, 41.843502
2.465290, 41.843330
2.466878, 41.843400
2.467959, 41.843688
2.469161, 41.844251
2.474070, 41.848010
2.475690, 41.849753
2.477087, 41.851289
2.477924, 41.852153
2.479465, 41.852966
2.481152, 41.853412
2.482782, 41.853598
2.484319, 41.853566
2.486918, 41.853287
2.489684, 41.853032
2.491451, 41.852863
2.492576, 41.852665
2.495108, 41.851750
2.496112, 41.851492
2.497085, 41.851460
2.497709, 41.851494
2.498412, 41.851584
2.499246, 41.851827
2.500170, 41.852174
2.502004, 41.853449
2.503708, 41.854938
2.504158, 41.855482
2.504504, 41.855893
2.505721, 41.857336
2.505930, 41.857590
2.506404, 41.857992
2.507402, 41.858603
2.508240, 41.858853
2.509081, 41.858949
2.510016, 41.858930
2.510900, 41.858731
2.511767, 41.858348
2.512584, 41.857769
2.513089, 41.857216
2.513469, 41.856535
2.513716, 41.854717
2.514059, 41.853924
2.514660, 41.853087
2.515578, 41.852287
2.516634, 41.851622
2.517887, 41.850983
2.519432, 41.850408
2.521490, 41.849927
2.529682, 41.848621
2.537825, 41.848080
2.539079, 41.848100
2.540735, 41.848279
2.545216, 41.848330
2.546356, 41.848460
2.547757, 41.848628
2.549305, 41.848969
2.550626, 41.849331
2.552545, 41.849609
2.554005, 41.849928
2.555414, 41.850414
2.558569, 41.851039
2.559728, 41.851574
2.560695, 41.852268
2.561782, 41.853423
2.562931, 41.854160
2.564528, 41.854678
2.565412, 41.854819
2.567231, 41.854907
2.568754, 41.855317
2.570044, 41.856017
2.571073, 41.857131
2.572231, 41.858756
2.572999, 41.859505
2.573797, 41.859978
2.574675, 41.860312
2.576471, 41.860754
2.577292, 41.860986
2.577924, 41.861214
2.578665, 41.861526
2.579376, 41.861889
2.579932, 41.862191
2.581734, 41.863472
2.582011, 41.863688
2.582762, 41.864176
2.583632, 41.864562
2.584249, 41.864751
2.585040, 41.864926
2.586286, 41.865067
2.587882, 41.865274
2.589315, 41.865527
2.590511, 41.865942
2.592156, 41.867133
2.592654, 41.867962
2.592963, 41.868722
2.593172, 41.869853
2.593592, 41.870948
2.594500, 41.872109
2.595585, 41.872875
2.596654, 41.873330
2.597941, 41.873631
2.600041, 41.873884
2.605494, 41.874423
2.606894, 41.874573
2.610958, 41.874946
2.612043, 41.874909
2.613625, 41.874541
2.615138, 41.873825
2.616072, 41.873527
2.617451, 41.873337
2.618862, 41.873482
2.620497, 41.873958
2.622093, 41.874297
2.623252, 41.874452
2.624317, 41.874487
2.626995, 41.874487
2.628840, 41.874724
2.631975, 41.875733
2.633535, 41.876085
2.635784, 41.876328
2.636945, 41.876603
2.638488, 41.877350
2.639728, 41.878309
2.639949, 41.878579
2.640814, 41.879548
2.641592, 41.880190
2.642163, 41.880548
2.643394, 41.881026
2.644667, 41.881294
2.646568, 41.881784
2.647809, 41.882315
2.651423, 41.884870
2.652231, 41.885579
2.653142, 41.886795
2.653826, 41.888258
2.654495, 41.889102
2.655314, 41.889715
2.655921, 41.890070
2.656503, 41.890309
2.657004, 41.890496
2.657116, 41.890558
2.657796, 41.890757
2.657953, 41.890836
2.658059, 41.891005
2.658028, 41.891169
2.657843, 41.891320
2.657618, 41.891365
2.657392, 41.891338
2.656819, 41.890793
2.656602, 41.890677
2.656399, 41.890625
2.656209, 41.890552
2.656105, 41.890489
2.655904, 41.890856
2.655789, 41.891025
2.654251, 41.893006
2.653991, 41.893526
2.653860, 41.893906
2.653801, 41.894947
2.653825, 41.895361
2.653967, 41.895758
2.654382, 41.896332
2.654726, 41.896693
2.655970, 41.897514
2.657037, 41.897973
2.657763, 41.898294
2.658032, 41.898414
2.658625, 41.898828
2.659609, 41.899816
2.660225, 41.900408
2.660687, 41.901007
2.661486, 41.902240
2.662454, 41.903734
2.662736, 41.904689
2.662758, 41.905579
2.662345, 41.906501
2.662535, 41.906577
2.662654, 41.906572
2.662937, 41.906566
2.663156, 41.906595
2.663233, 41.906607
2.663339, 41.906560
2.663537, 41.906579
2.663885, 41.906719
2.664232, 41.906823
2.664601, 41.906948
2.665089, 41.907008
2.665754, 41.906993
2.666131, 41.906919
2.666892, 41.906786
2.667424, 41.906690
2.667853, 41.906609
2.668326, 41.906439
2.668732, 41.906298
2.669057, 41.906320
2.669345, 41.906416
2.669634, 41.906646
2.669863, 41.906978
2.670166, 41.907200
2.670491, 41.907318
2.670823, 41.907384
2.671341, 41.907540
2.671843, 41.907798
2.672552, 41.908205
2.672907, 41.908323
2.673860, 41.908633
2.674348, 41.908803
2.674651, 41.908951
2.674991, 41.908995
2.675301, 41.908899
2.675759, 41.908545
2.676521, 41.908035
2.676934, 41.907931
2.677444, 41.907879
2.677688, 41.907953
2.678006, 41.908101
2.678161, 41.908264
2.678863, 41.909609
2.678981, 41.909801
2.679461, 41.909956
2.680134, 41.910082
2.680341, 41.910074
2.680555, 41.910000
2.680622, 41.909875
2.680599, 41.909756
2.680577, 41.909616
2.680577, 41.909461
2.680696, 41.909306
2.681723, 41.908848
2.682299, 41.908722
2.682558, 41.908567
2.682809, 41.908345
2.683296, 41.908079
2.684560, 41.907325
2.684915, 41.907133
2.685395, 41.906963
2.685986, 41.906801
2.686363, 41.906749
2.686673, 41.906749
2.687183, 41.906719
2.687354, 41.906688
2.687590, 41.906646
2.688181, 41.906623
2.688388, 41.906638
2.688624, 41.906719
2.690442, 41.907724
2.690671, 41.907850
2.690959, 41.907894
2.691647, 41.907872
2.692097, 41.908027
2.692378, 41.908197
2.692408, 41.908404
2.692452, 41.908663
2.692555, 41.908796
2.692762, 41.908929
2.693206, 41.909106
2.693597, 41.909224
2.694255, 41.909306
2.695105, 41.909409
2.697166, 41.909594
2.697418, 41.909720
2.697728, 41.909838
2.698312, 41.909963
2.698762, 41.909993
2.699198, 41.910104
2.699989, 41.910436
2.701134, 41.910806
2.701763, 41.910953
2.702383, 41.911116
2.702745, 41.911249
2.703026, 41.911264
2.703366, 41.911242
2.703824, 41.911138
2.704334, 41.911264
2.704925, 41.911397
2.705738, 41.911559
2.706410, 41.911656
2.706898, 41.911707
2.707622, 41.911833
2.708036, 41.911914
2.708487, 41.912040
2.709048, 41.912195
2.709521, 41.912320
2.710541, 41.912616
2.711258, 41.912779
2.713105, 41.913584
2.713755, 41.913887
2.714288, 41.914220
2.714457, 41.914301
2.714687, 41.914367
2.714975, 41.914390
2.715285, 41.914375
2.715669, 41.914286
2.717635, 41.913488
2.718100, 41.913340
2.718655, 41.913207
2.719061, 41.913096
2.719349, 41.913089
2.719889, 41.913178
2.720096, 41.913156
2.720347, 41.913119
2.720657, 41.913037
2.720960, 41.913015
2.721337, 41.912978
2.721593, 41.912975
2.721943, 41.912971
2.722719, 41.913037
2.723110, 41.913082
2.723406, 41.913156
2.723716, 41.913303
2.724670, 41.913732
2.725009, 41.913902
2.725349, 41.914227
2.725482, 41.914367
2.725541, 41.914463
2.725615, 41.914574
2.725726, 41.914619
2.725889, 41.914641
2.726074, 41.914656
2.726258, 41.914604
2.726472, 41.914493
2.726657, 41.914397
2.726894, 41.914279
2.727263, 41.914087
2.727455, 41.913902
2.727566, 41.913784
2.727731, 41.913709
2.728463, 41.913855
2.728571, 41.913846
2.729677, 41.913340
2.729960, 41.913126
2.730241, 41.912963
2.730581, 41.912899
2.731870, 41.912948
2.732430, 41.912962
2.732425, 41.913017
2.731986, 41.917756
2.731832, 41.919808
2.731764, 41.920301
2.731611, 41.920727
2.730726, 41.922105
2.730641, 41.922361
2.730607, 41.923399
2.730641, 41.923671
2.730828, 41.924029
2.732377, 41.926871
2.732785, 41.927484
2.733109, 41.927943
2.733534, 41.928386
2.734215, 41.928931
2.734555, 41.929152
2.735185, 41.929424
2.735730, 41.929577
2.737704, 41.929748
2.738538, 41.929901
2.739304, 41.930275
2.739985, 41.931126
2.740376, 41.931484
2.740666, 41.931637
2.741261, 41.931773
2.742373, 41.931823
2.743304, 41.931637
2.744114, 41.931707
2.744870, 41.931773
2.745380, 41.931909
2.746980, 41.932845
2.747848, 41.933288
2.752410, 41.934292
2.752954, 41.934445
2.760820, 41.937054
2.762246, 41.937527
2.763284, 41.937923
2.764095, 41.938233
2.765141, 41.938632
2.765225, 41.938675
2.765280, 41.938717
2.765420, 41.938726
2.765481, 41.938693
2.765493, 41.938669
2.765804, 41.938563
2.766331, 41.938540
2.779366, 41.937974
2.780251, 41.938062
2.780953, 41.938377
2.782593, 41.939400
2.782793, 41.939325
2.783020, 41.939333
2.783186, 41.939406
2.783290, 41.939515
2.783322, 41.939697
2.783239, 41.939844
2.787397, 41.942669
2.787841, 41.942996
2.787744, 41.943074
2.787739, 41.943173
2.787801, 41.943243
2.787920, 41.943277
2.787849, 41.943441
2.787765, 41.943650
2.787422, 41.944575
2.787272, 41.945342
2.787325, 41.945804
2.787739, 41.946142
2.788257, 41.946382
2.788962, 41.946583
2.789302, 41.946699
2.789593, 41.946842
2.789994, 41.947217
2.791775, 41.948972
2.792061, 41.949253
2.793079, 41.950287
2.793133, 41.950342
2.794996, 41.952234
2.795145, 41.952414
2.795230, 41.952390
2.795345, 41.952358
2.795589, 41.952478
2.795538, 41.952708
2.795598, 41.952779
2.795760, 41.952982
2.796058, 41.953297
2.796664, 41.953893
2.796736, 41.953963
2.798055, 41.955259
2.798725, 41.955918
2.799009, 41.956233
2.799038, 41.956266
2.799273, 41.956299
2.799373, 41.956425
2.799281, 41.956550
2.800533, 41.957681
2.800506, 41.957698
2.800475, 41.957725
2.800450, 41.957755
2.800431, 41.957788
2.800419, 41.957822
2.800415, 41.957857
2.800418, 41.957893
2.800427, 41.957927
2.800445, 41.957962
2.800471, 41.957994
2.800503, 41.958023
2.800541, 41.958048
2.800583, 41.958068
2.800629, 41.958082
2.800676, 41.958090
2.800724, 41.958093
2.800772, 41.958090
2.800818, 41.958082
2.800863, 41.958069
2.800904, 41.958050
2.801040, 41.958178
2.801453, 41.958584
2.801538, 41.958667
2.801614, 41.958743
2.801953, 41.959076
2.802066, 41.959187
2.802186, 41.959305
2.802224, 41.959343
2.802336, 41.959461
2.802438, 41.959569
2.802396, 41.959597
2.802360, 41.959629
2.802331, 41.959665
2.802309, 41.959704
2.802295, 41.959745
2.802289, 41.959788
2.802292, 41.959832
2.802303, 41.959875
2.802321, 41.959911
2.802344, 41.959945
2.802374, 41.959977
2.802408, 41.960005
2.802448, 41.960030
2.802500, 41.960054
2.802556, 41.960071
2.802615, 41.960082
2.802676, 41.960086
2.802745, 41.960083
2.802770, 41.960077
2.802812, 41.960068
2.802856, 41.960053
2.802897, 41.960034
2.802995, 41.960139
2.803040, 41.960184
2.803125, 41.960347
2.803167, 41.960504
2.805825, 41.963149
2.806839, 41.964161
2.807115, 41.964447
2.807317, 41.964692
2.807485, 41.964980
2.807545, 41.965127
2.807516, 41.965241
2.807481, 41.965286
2.807456, 41.965336
2.807442, 41.965387
2.807440, 41.965441
2.807449, 41.965492
2.807468, 41.965542
2.807499, 41.965590
2.807519, 41.965613
2.807541, 41.965634
2.807592, 41.965672
2.807648, 41.965702
2.807709, 41.965725
2.807775, 41.965741
2.807844, 41.965748
2.807878, 41.965749
2.807941, 41.965746
2.807951, 41.965915
2.807963, 41.965955
2.807977, 41.966252
2.807968, 41.966358
2.807854, 41.967224
2.807843, 41.967445
2.807849, 41.967624
2.807850, 41.967649
2.807851, 41.967670
2.807866, 41.967873
2.807910, 41.968102
2.808016, 41.968457
2.808125, 41.968799
2.808308, 41.969350
2.808450, 41.969793
2.808512, 41.969988
2.808619, 41.970306
2.808656, 41.970428
2.808680, 41.970535
2.808700, 41.970657
2.808712, 41.970750
2.808716, 41.970838
2.808717, 41.970894
2.808660, 41.970899
2.808597, 41.970914
2.808549, 41.970934
2.808520, 41.970951
2.808484, 41.970979
2.808457, 41.971007
2.808442, 41.971028
2.808430, 41.971052
2.808421, 41.971079
2.808416, 41.971111
2.808417, 41.971143
2.808422, 41.971170
2.808432, 41.971195
2.808445, 41.971221
2.808459, 41.971240
2.808474, 41.971257
2.808495, 41.971277
2.808503, 41.971282
2.808529, 41.971299
2.808563, 41.971317
2.808595, 41.971330
2.808597, 41.971400
2.808592, 41.971472
2.808573, 41.971690
2.808542, 41.971936
2.808489, 41.972520
2.808493, 41.972792
2.808493, 41.972986
2.808495, 41.973319
2.808513, 41.973448
2.808547, 41.973550
2.808566, 41.973620
2.808582, 41.973656
2.808612, 41.973731
2.808675, 41.973846
2.808894, 41.974273
2.808975, 41.974420
2.809054, 41.974592
2.809112, 41.974715
2.809153, 41.974833
2.809176, 41.974910
2.809194, 41.974995
2.809241, 41.975284
2.809272, 41.975499
2.809301, 41.975696
2.809321, 41.975828
2.809344, 41.975929
2.809403, 41.976049
2.809546, 41.976304
2.809599, 41.976384
2.809651, 41.976464
2.809692, 41.976507
2.809704, 41.976549
2.809728, 41.976587
2.809736, 41.976600
2.809754, 41.976630
2.809805, 41.976712
2.809817, 41.976735
2.809925, 41.976935
2.810010, 41.977121
2.810041, 41.977188
2.810071, 41.977253
2.810192, 41.977546
2.810282, 41.977763
2.810292, 41.977791
2.810492, 41.978271
2.810529, 41.978351
2.810548, 41.978391
2.810560, 41.978415
2.810579, 41.978448
2.810623, 41.978559
2.810645, 41.978624
2.810698, 41.978784
2.810745, 41.978917
2.810796, 41.978898
2.810859, 41.978895
2.810913, 41.978903
2.810964, 41.978916
2.811010, 41.978943
2.811048, 41.978986
2.811057, 41.979031
2.811065, 41.979077
2.811296, 41.979173
2.811478, 41.979248
2.811599, 41.979297
2.811662, 41.979322
2.812468, 41.979639
2.812651, 41.979715
2.812726, 41.979745
2.812787, 41.979770
2.812964, 41.979843
2.813045, 41.979876
2.813133, 41.979913
2.813258, 41.979973
2.813333, 41.980004
2.813404, 41.980033
2.814084, 41.980313
2.814151, 41.980341
2.814219, 41.980370
2.814274, 41.980395
2.814339, 41.980424
2.814998, 41.980692
2.815051, 41.980714
2.815154, 41.980757
2.815505, 41.980894
2.815671, 41.980962
2.815712, 41.980978
2.815873, 41.981046
2.815942, 41.981077
2.816607, 41.981347
2.816949, 41.981484
2.817050, 41.981527
2.817138, 41.981565
2.817512, 41.981718
2.817614, 41.981762
2.817724, 41.981809
2.817875, 41.981871
2.818084, 41.981956
2.818724, 41.982215
2.818858, 41.982259
2.818937, 41.982293
2.819058, 41.982345
2.819196, 41.982404
2.819421, 41.982505
2.819667, 41.982599
2.819853, 41.982674
2.819866, 41.982623
2.819888, 41.982531
2.819914, 41.982406
2.819924, 41.982350
2.820087, 41.982354
2.820654, 41.982385
2.820730, 41.982389
2.820809, 41.982393
2.820890, 41.982397
2.821458, 41.982428
2.821709, 41.982439
2.821808, 41.982431
2.821953, 41.982407
2.821991, 41.982400
2.822620, 41.982263
2.822703, 41.982245
2.822727, 41.982339
